timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1754782368.3357553,-0.02156730084872103,-0.1924483804684438,0.4161930835705321,6.887804233924472,5.383903904689062,-0.15590391517122182,0
1754782368.3557553,-0.0021872652393550604,-0.3017996399061843,1.333029618994854,-2.7972922889915965,-8.623939148144034,-3.143340774941556,0
1754782368.3757553,-0.14510976748120796,0.009561561488797965,0.8590048409001667,-3.188737170399034,3.052504687622478,0.1662058915264542,0
1754782368.3957553,-0.004515012365880144,0.5651195522699485,1.0185328251291612,0.1678830732844104,2.3626619073834703,-1.4502815774731013,0
1754782368.4157553,-0.08923203301934722,0.14208405328309712,0.8792156791344603,0.6663264181139422,5.014877924936436,10.464859601271927,0
1754782368.4357553,0.1425098711443109,0.27394823001791746,1.1595215618897594,2.5080551527252872,2.203505340041997,-8.58359662919316,0
1754782368.4557552,-0.3326350612608543,0.197969688599637,1.6589918892182698,-4.912660969843696,-2.245372481664381,1.7064101080097318,0
1754782368.4757555,-0.3992726717453494,0.22185619295331485,0.6470424043186576,4.318226699543725,0.9877939320060796,5.9355374062190425,0
1754782368.4957554,0.2050685476681545,0.0031622590379031903,1.4689031051837684,-5.726963942481542,-5.263039984672551,10.13678201710227,0
1754782368.5157554,0.1725988911222213,0.1448915047446203,0.5937203602917804,4.548322484674547,4.525133476523949,-5.790144418996085,0
1754782368.5357554,0.8850713249432073,0.11016890137522965,1.0204449528101374,-3.2772213522677145,4.845308289115987,-5.605833430707584,0
1754782368.5557554,0.017801770471301062,-0.22637055953492702,0.9665123804200493,-0.43424138711594723,-5.593315782524156,-0.1084656831138898,0
1754782368.5757554,-0.023059423970047687,-0.1598167144210958,1.583226492171994,-3.3547155241469016,6.85321346620144,11.207962073448298,0
1754782368.5957553,0.40088739897192976,0.15804779305271138,0.8389472143491571,-7.225265825311703,-2.9536423737488744,-2.2372147927597705,0
1754782368.6157553,-0.28670228945461657,0.3663407213119574,0.5838867592067903,3.4153951327159655,-2.5822660128202473,3.988199656484546,0
1754782368.6357553,0.2868714166071032,0.20886926811639092,0.9430246164741425,11.951759992099136,3.022191308394798,2.2580613039482853,0
1754782368.6557553,2.628011270117898,0.6211644868514572,2.8643755379170157,-206.2502622933619,-22.95394023884114,-163.5587376037154,1
1754782368.6757553,-6.333010806207142,-4.889818247378193,-2.4264243610311906,137.25639730509894,-301.3695417262278,-95.13839678970481,1
1754782368.6957552,0.11282075072199049,-2.315793886042319,1.0741949516167497,-447.44715104214345,-61.964393399514904,-86.23069229931922,1
1754782368.7157555,-1.3755973544030455,3.4016941828728133,0.3601996380237701,237.11480563573727,94.28201218544183,198.27996722035542,1
1754782368.7357554,1.9963089679693733,0.8949132079993269,-6.328784106712412,-96.66800405705935,-268.1989399164669,66.94164463074586,1
1754782368.7557554,-1.5682743171883822,-0.7237427283143285,9.147984282699225,-284.9950196632255,63.298885916612576,53.53467685650129,1
1754782368.7757554,-6.470287344368732,-1.4162616396951813,3.085592279449882,311.0551643037914,-100.30907270270697,189.91739987624567,1
1754782368.7957554,-2.353910479939615,1.7896433400270335,-8.843848732662991,-79.30971673334898,151.7043955661345,-38.71185758328449,1
1754782368.8157554,5.243981479854032,7.726866887396046,0.6571808756712827,-271.03993468071315,190.71650111440454,-265.4152011565571,1
1754782368.8357553,3.7236394043501395,-3.4132948277908755,0.04164909563907626,-116.16361303282675,243.2269768538887,4.1785807661918,1
1754782368.8557553,3.214463863164433,6.75172287455581,2.816717199410258,-141.841487564277,-183.07377483281263,-103.25436149841883,1
1754782368.8757553,-8.672249329328832,3.5103671181951692,6.914260780276797,-245.66002137513877,-67.01273352167225,197.3821145195832,1
1754782368.8957553,4.3771476355950165,1.8503390005679397,0.9805436579965199,117.09307400241917,-443.52632464375824,235.9495836072952,1
1754782368.9157553,-1.078007393480053,2.383149466298203,0.6880558895413573,-158.54888681450333,195.88720993285958,-3.238172136574388,1
1754782368.9357553,2.2945936811041325,-1.560384760335373,-4.9058173909630955,285.0862580763111,-241.0544398146078,343.44690998198837,1
1754782368.9557552,-7.271411071786214,-11.267256940597473,-8.685738906486389,254.81177154423906,561.8264722546498,-272.017032653571,1
1754782368.9757555,-0.3408317532474156,0.07002394258346506,1.584256395415812,-2.299604167297213,-0.6307950049238105,-4.182951054166514,1
1754782368.9957554,-0.38995487759368286,-0.3086598870741529,1.0789708051066866,3.4298634607845484,-2.172582734260914,-0.10490295304035893,1
1754782369.0157554,-0.1497012741959051,-0.07838577432646586,1.0952138282766262,-4.544228040740458,3.17906635136743,-1.591142190988541,1
1754782369.0357554,0.10178829734071405,0.06512109331497457,1.0477149757667443,-1.7683897112872353,-6.300528196891535,-0.586973526496778,1
1754782369.0557554,-0.03798799020875032,-0.16321528360389315,0.8982785740528952,3.8683121964896503,7.759335473138204,-3.0628663141723234,1
1754782369.0757554,0.34915634547477203,-0.0576427991934623,1.007701447963203,5.610985093924656,4.712711180266347,2.122530580729275,1
1754782369.0957553,-0.00012188594993375274,0.1451330888035656,0.6777490479484366,-1.4410427554181386,-9.258807543646995,0.8872388578324311,1
1754782369.1157553,0.23551361259133027,0.29817873215977103,1.0579104263975463,0.17387579934064024,1.21494299163938,-1.9817225078160878,1
1754782369.1357553,-0.09793420493379479,0.14473472563472187,0.9382408375038263,-0.3237448325475859,1.0219653391779204,2.1182228908535388,1
1754782369.1557553,0.04783154154213021,0.005081119296447414,1.1753893140775802,2.601642816642233,-2.812453242121649,0.5485887311435967,0
1754782369.1757553,-0.13442057265386242,0.07750984145671318,0.9973264956218202,3.538910033253298,-0.34818297495061495,0.9016627232667448,0
1754782369.1957552,0.047350247908117996,0.022516558028693127,1.10602589337761,-3.0979442489942604,-0.4278240722994843,0.40917764422929986,0
1754782369.2157555,0.05664685744696469,-0.10130346864753527,1.1211665181121215,0.1327083961047914,-0.3650395790489645,1.5375258381999342,0
1754782369.2357554,0.03146611144037548,0.10484473259894352,1.115692641711989,-0.785826571378585,-0.30469882682736177,3.286773409776697,0
1754782369.2557554,0.0675823771065156,-0.10506361204321071,0.9789748575914112,-1.0415790053537428,-1.71529321699839,0.47321733191625615,0
1754782369.2757554,-0.022534528729289738,-0.06694020349262346,0.9757968103972593,0.213080157397928,0.6622592719402427,0.36004094598927955,0
1754782369.2957554,-0.024889120690561647,-0.041477853608490996,1.0125468522706405,0.13395365861298608,-0.12427170193488504,0.5651980908908091,0
1754782369.3157554,-0.006680992597027749,-0.002450010010984295,0.9986707700985533,0.038763413155061086,0.1944556577075694,0.11881337692599755,0
1754782369.3357553,-0.25232002341544174,-0.3100557190744352,1.724999874172004,10.272880877874604,-22.29440859154805,1.858629104401297,0
1754782369.3557553,-0.26469760618685834,-0.076530334786412,0.562997735586957,-4.905853008997944,20.933671176503573,18.25269917114803,0
1754782369.3757553,-0.381740753928876,-0.3288910244662047,1.1456206458016835,2.0828216276808096,-1.7707946649768949,-13.63704321055592,0
1754782369.3957553,0.03578385828844828,0.10314018495103836,1.153507663729489,0.05467485617922864,-1.1222987664690252,-0.7022102322227488,0
1754782369.4157553,-0.48921376107589815,-0.98943479814314,1.120171271693986,7.391421279231324,11.069543665510313,-18.039924124172412,0
1754782369.4357553,1.074580096851985,0.8628318732833813,1.0646879119067936,0.5145262789717582,-9.013292867259898,-20.47272303641447,0
1754782369.4557552,0.30329390757612473,0.014404667597637477,0.14465604525969866,3.354604609545751,15.50022906576448,12.039671871493471,0
1754782369.4757555,0.37507913931223474,-0.023539003910437874,1.171259534121198,14.572234730790575,14.88622606368352,11.985916132833413,0
1754782369.4957554,0.24817690361028946,-0.1871729680621492,0.5830669846540748,-7.824471216048402,8.950790297537326,6.9841813261544905,0
1754782369.5157554,0.2079122841309845,0.2523111712356541,0.06851369759234338,-15.900398493454936,-13.641575616375519,-0.5522064532334392,0
1754782369.5357554,-0.7949189299299175,-0.2097977173195966,1.3238577455247627,1.2085425818572713,-0.6056887286375836,-3.1340026959467537,0
1754782369.5557554,0.08164144126996756,-1.005894681248274,1.4998862040917402,1.187950575916314,-3.6061822335509337,11.890248779177226,0
1754782369.5757554,0.10565804700506036,-0.24952091137597582,1.813221599674443,-4.849606420284725,-14.910123401226238,5.784135485744185,0
1754782369.5957553,-0.8026085053338092,0.46724418143728486,1.0497784828782557,-12.342154982989502,5.410388804967034,-0.03219041069795094,0
1754782369.6157553,-0.02040196212800126,0.9429225060992469,0.40606326620508915,1.1180186893678166,-1.8206148414016352,3.1830632233961857,0
1754782369.6357553,0.1565523583511816,0.5249763211860333,1.3197557230952106,14.846455540745897,0.3431049098584219,7.343911905241942,0
1754782369.6557553,-0.538959715588363,-0.031110074317203897,1.050890490661589,-0.6397159116095665,6.330181491592704,5.278288462904736,0
1754782369.6757553,0.16010506571305105,-0.03208279964500182,1.0130373820387302,-13.246204593586885,-11.71762692876542,13.072445928802324,0
1754782369.6957552,0.4499067673566495,-0.15931446563353607,1.3036178052000753,-0.25970272181297777,3.8613892265902665,-15.075526320230564,0
1754782369.7157555,0.7006658926099295,-0.3352579484365486,1.5429774307795046,0.6907187167170687,-15.673673090187666,8.365537029629008,0
1754782369.7357554,0.15516886129977914,-0.3322843637264709,1.7044499974667384,-8.354247434858076,16.873641755732894,0.7585971020081382,0
1754782369.7557554,0.22645901300424645,0.06455601715479281,0.7748216822301155,-13.339870208899743,-4.3045179178614,3.0247588001437107,0
1754782369.7757554,0.006791160687886371,0.47345447150401887,1.2629252145821321,2.3980010310065016,3.799813697916197,-2.913535930597686,0
1754782369.7957554,-0.09544367114066134,1.1340956321376092,1.0039451632309808,-0.535523197038316,-13.982768701253471,-9.248361447842722,0
