timestamp,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,speed,label
2025-08-09 22:31:41.630784,-0.7919709452148966,-0.6957422289431667,-0.3701207285658201,0.2866531723193684,0.8229916481892317,0.26004040754995694,25.142603153708933,0
2025-08-09 14:24:20.630784,0.5239340057874204,1.607176850294385,0.8194410983376224,-0.8400283464949774,0.4911566706162349,-0.20784471549240147,18.040033777426924,0
2025-08-09 04:38:37.630784,-3.72138450058194,1.6844786828197824,-3.364699202044066,-0.761058328101841,-0.14848551458972636,-0.5865975211061434,112.90426294293962,1
2025-08-09 11:15:03.630784,3.51505645124427,-4.786161697630885,-4.916084972842155,1.7433187242614547,-0.28374990197596084,-0.9902799197921883,56.351840142746624,1
2025-08-09 06:35:36.630784,1.3965965990520037,-0.7840300012860943,-0.5730247043469077,0.872227369505318,0.20186060488600854,0.05397279186857551,92.47357341978831,0
2025-08-09 15:49:26.630784,1.7381615985701968,1.9923316842533945,-0.5779804928877432,0.036480458350618195,-0.20701554800706434,0.3779911663826452,87.17027895924652,0
2025-08-09 10:52:10.630784,-4.5451275769524235,0.5725661825548087,-0.2091526197609408,-1.653923196279265,-1.7291834784646656,0.9114048085494,60.52415357063368,1
2025-08-09 16:32:59.630784,0.5384360594580815,-1.4982521646997848,0.4567288323482055,0.999688499735053,-0.9781608575554441,0.15488652556818971,51.026516201021224,0
2025-08-09 08:10:22.630784,0.4237001056378453,0.8131719422626857,-0.2183865125633786,0.030403082772732848,0.25307592698536485,-0.3377589452192229,6.830023469247736,0
2025-08-09 20:02:19.630784,1.1969892037821692,0.9595968957654413,0.7574935584983935,-0.03591391355401208,0.28311881964118957,0.8495262621984121,85.82935032611782,0
2025-08-09 04:07:57.630784,-0.2974154307986767,-0.6766223910214015,1.474901159332338,-0.22873920765271216,0.6377637391133806,0.9773651106846037,16.438706713774586,0
2025-08-09 11:36:33.630784,-1.2516622368229986,-0.953420193610587,1.1485354434653297,0.9376164133731391,0.8451690717598659,-0.5545950087099027,19.16365288864276,0
2025-08-09 16:08:36.630784,3.0173388675520965,-0.7253647125563925,2.90586763055816,1.808409635827375,0.7971635342906236,1.6958132356371678,24.437734151007543,1
2025-08-09 03:10:11.630784,1.3008462302921355,-0.9421811592469256,-0.3812465851539262,-0.8313195029873262,-0.22074735621567187,-0.1758695329054898,4.1247960237987495,0
2025-08-09 22:27:05.630784,-1.7634153147535168,0.5967565838589812,0.1581569163185268,0.6703702631167034,0.17557577588372286,-0.14491472661206228,81.94229558215167,0
2025-08-09 02:23:49.630784,-0.16884782108408825,-4.412666257308727,0.018946567759639876,0.5500122212280321,-1.53665376407748,2.307051718947716,73.39285758616907,1
2025-08-09 00:23:36.630784,0.47813628001070274,2.973917252539044,4.405556637251491,-0.5946563753998841,2.76554428798085,0.6423367070357808,47.85657592854931,1
2025-08-09 13:44:29.630784,1.0191328435303193,1.7923208118451495,1.9241373096324192,0.16165225297713248,-0.9424619614419709,0.8340898313009031,59.88428031445744,0
